post_id,timestamp,media_type,caption,like_count,comment_count,reach,impressions,saves,shares,profile_visits,follows
post_1,2024-01-01T09:17:00,image,Photo drop #1 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,1244,33,20587,21075,75,39,100,11
post_188,2024-07-06T18:10:00,carousel,"Carousel lookbook #188 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",330,72,8400,8599,114,45,85,3
post_189,2024-07-07T13:20:00,carousel,Carousel lookbook #189 | Style Tip | How to style this piece three different ways.,1751,66,58408,58794,73,4,136,9
post_190,2024-07-08T10:35:00,reel,Reel #190 | Outfit Reel | Full outfit try-on from our latest launch.,2068,22,30515,31373,96,33,37,17
post_191,2024-07-09T18:17:00,image,Photo drop #191 | Outfit Reel | Full outfit try-on from our latest launch.,2576,59,76508,77094,16,26,19,1
post_192,2024-07-10T16:39:00,reel,Reel #192 | Workwear | Workwear that feels like loungewear but looks like power dressing.,659,137,16044,16804,53,21,99,3
post_193,2024-07-11T19:59:00,reel,"Reel #193 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",2909,167,55042,55412,138,21,40,12
post_194,2024-07-12T17:17:00,reel,"Reel #194 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",1719,83,44870,45057,30,44,40,10
post_195,2024-07-13T11:58:00,image,"Photo drop #195 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",2181,31,81190,81389,107,22,135,13
post_196,2024-07-14T10:04:00,image,"Photo drop #196 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",1634,115,52760,52932,93,19,112,25
post_197,2024-07-15T16:31:00,carousel,Carousel lookbook #197 | Workwear | Workwear that feels like loungewear but looks like power dressing.,1156,129,38836,39382,75,8,115,16
post_198,2024-07-16T13:14:00,image,Photo drop #198 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2261,129,104592,105199,45,3,132,17
post_199,2024-07-17T18:32:00,reel,Reel #199 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2795,38,87948,88434,16,46,81,2
post_200,2024-07-18T09:01:00,carousel,Carousel lookbook #200 | Style Tip | How to style this piece three different ways.,1522,74,37395,38040,19,13,144,2
post_201,2024-07-19T20:49:00,image,Photo drop #201 | Workwear | Workwear that feels like loungewear but looks like power dressing.,720,186,16520,16732,31,40,127,6
post_202,2024-07-20T10:04:00,image,Photo drop #202 | New Drop | New arrival from our summer collection. Limited pieces only.,2016,64,22560,22935,25,20,95,3
post_203,2024-07-21T13:31:00,image,Photo drop #203 | Style Tip | How to style this piece three different ways.,1281,115,40040,40614,106,38,65,3
post_204,2024-07-22T13:07:00,image,"Photo drop #204 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",1013,74,19950,20193,83,5,123,13
post_205,2024-07-23T20:49:00,reel,Reel #205 | Outfit Reel | Full outfit try-on from our latest launch.,2881,118,72238,72748,123,36,67,25
post_206,2024-07-24T16:11:00,reel,Reel #206 | Behind the Scenes | Behind the scenes from today’s studio shoot.,1954,98,61272,61431,63,30,84,9
post_207,2024-07-25T15:50:00,carousel,Carousel lookbook #207 | Outfit Reel | Full outfit try-on from our latest launch.,1216,37,43953,44099,24,40,78,6
post_208,2024-07-26T16:21:00,carousel,Carousel lookbook #208 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2628,115,64976,65584,50,21,129,11
post_209,2024-07-27T16:51:00,carousel,Carousel lookbook #209 | Style Tip | How to style this piece three different ways.,1672,48,35148,35786,112,25,27,19
post_210,2024-07-28T21:11:00,image,Photo drop #210 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,3194,41,83115,83227,133,64,130,24
post_211,2024-07-29T19:20:00,image,Photo drop #211 | Behind the Scenes | Behind the scenes from today’s studio shoot.,3234,23,84600,85062,50,32,15,14
post_212,2024-07-30T13:40:00,reel,"Reel #212 | Customer Review | Styled by our customer community—real people, real fits.",1200,157,17153,17844,48,14,51,9
post_213,2024-07-31T10:07:00,reel,Reel #213 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2623,166,80220,80489,100,21,73,21
post_214,2024-08-01T20:30:00,carousel,Carousel lookbook #214 | New Drop | New arrival from our summer collection. Limited pieces only.,3879,12,69720,70415,92,50,103,1
post_215,2024-08-02T11:28:00,image,Photo drop #215 | Behind the Scenes | Behind the scenes from today’s studio shoot.,739,166,32900,33772,52,33,77,14
post_216,2024-08-03T21:43:00,image,Photo drop #216 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2173,55,18420,18848,127,12,30,25
post_217,2024-08-04T16:55:00,reel,"Reel #217 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",256,31,3520,4276,39,41,56,13
post_218,2024-08-05T13:39:00,image,Photo drop #218 | Casual Look | Everyday casual fit you can wear on repeat.,1542,19,56070,56903,70,20,17,21
post_219,2024-08-06T21:08:00,reel,Reel #219 | New Drop | New arrival from our summer collection. Limited pieces only.,3115,101,61875,62108,22,45,105,7
post_220,2024-08-07T18:08:00,image,"Photo drop #220 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",2214,102,111850,111984,76,24,26,14
post_221,2024-08-08T10:42:00,reel,Reel #221 | New Drop | New arrival from our summer collection. Limited pieces only.,1185,120,51250,51580,20,23,128,9
post_222,2024-08-09T21:52:00,image,"Photo drop #222 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",1718,131,37056,37833,37,28,74,25
post_223,2024-08-10T09:55:00,carousel,Carousel lookbook #223 | Workwear | Workwear that feels like loungewear but looks like power dressing.,737,83,22770,22967,12,32,149,11
post_224,2024-08-11T15:12:00,image,Photo drop #224 | Casual Look | Everyday casual fit you can wear on repeat.,411,52,8903,9505,33,5,146,21
post_225,2024-08-12T20:08:00,image,Photo drop #225 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,863,118,19590,19942,111,9,145,21
post_226,2024-08-13T13:03:00,image,Photo drop #226 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2171,34,68739,68867,25,20,58,8
post_227,2024-08-14T16:26:00,reel,Reel #227 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2637,33,37536,38129,58,45,113,4
post_228,2024-08-15T21:51:00,image,Photo drop #228 | Behind the Scenes | Behind the scenes from today’s studio shoot.,3009,185,33255,33774,38,23,77,19
post_229,2024-08-16T11:07:00,carousel,Carousel lookbook #229 | Outfit Reel | Full outfit try-on from our latest launch.,2247,100,66600,66779,25,49,101,15
post_230,2024-08-17T10:13:00,reel,"Reel #230 | Customer Review | Styled by our customer community—real people, real fits.",1165,55,17666,18348,131,30,129,24
post_231,2024-08-18T12:27:00,carousel,Carousel lookbook #231 | New Drop | New arrival from our summer collection. Limited pieces only.,673,163,11201,12038,32,51,116,16
post_232,2024-08-19T21:55:00,image,Photo drop #232 | Workwear | Workwear that feels like loungewear but looks like power dressing.,273,161,3672,3996,27,37,29,18
post_233,2024-08-20T20:16:00,image,Photo drop #233 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,3094,68,52560,53392,113,47,48,19
post_234,2024-08-21T20:33:00,carousel,Carousel lookbook #234 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,1494,60,28391,28819,137,27,120,17
post_235,2024-08-22T21:19:00,carousel,"Carousel lookbook #235 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",1077,14,17758,17955,49,25,53,3
post_236,2024-08-23T10:03:00,reel,Reel #236 | Outfit Reel | Full outfit try-on from our latest launch.,2914,39,89339,89661,111,45,64,18
post_237,2024-08-24T15:46:00,carousel,Carousel lookbook #237 | New Drop | New arrival from our summer collection. Limited pieces only.,453,17,6023,6502,71,49,50,6
post_238,2024-08-25T20:50:00,carousel,Carousel lookbook #238 | Outfit Reel | Full outfit try-on from our latest launch.,3376,36,83104,83526,58,76,54,15
post_239,2024-08-26T15:58:00,reel,"Reel #239 | Customer Review | Styled by our customer community—real people, real fits.",2867,9,53613,54243,77,39,76,13
post_240,2024-08-27T13:51:00,reel,Reel #240 | Outfit Reel | Full outfit try-on from our latest launch.,1976,104,31374,32183,36,25,91,10
post_241,2024-08-28T14:50:00,carousel,Carousel lookbook #241 | Casual Look | Everyday casual fit you can wear on repeat.,2432,7,35734,35872,89,7,42,23
post_242,2024-08-29T15:33:00,reel,Reel #242 | Style Tip | How to style this piece three different ways.,3029,49,119664,119841,28,29,103,2
post_243,2024-08-30T13:13:00,reel,Reel #243 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,3157,101,107457,107565,80,42,141,7
post_244,2024-08-31T10:09:00,reel,Reel #244 | Style Tip | How to style this piece three different ways.,3709,67,78336,78796,24,55,120,9
post_245,2024-09-01T15:07:00,carousel,Carousel lookbook #245 | Behind the Scenes | Behind the scenes from today’s studio shoot.,3166,156,56810,57065,94,43,146,22
post_246,2024-09-02T10:02:00,reel,Reel #246 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,2071,159,66027,66739,55,39,96,13
post_247,2024-09-03T11:33:00,image,Photo drop #247 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,223,20,3978,4405,30,6,117,16
post_248,2024-09-04T14:26:00,reel,Reel #248 | Behind the Scenes | Behind the scenes from today’s studio shoot.,2052,163,85946,86360,6,21,53,25
post_249,2024-09-05T18:10:00,image,"Photo drop #249 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",1929,146,29310,29443,24,22,117,21
post_250,2024-09-06T13:05:00,image,Photo drop #250 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2607,145,90744,91307,22,40,120,14
post_251,2024-09-07T13:32:00,carousel,Carousel lookbook #251 | Casual Look | Everyday casual fit you can wear on repeat.,677,23,17670,18501,44,49,27,17
post_252,2024-09-08T19:23:00,image,Photo drop #252 | Behind the Scenes | Behind the scenes from today’s studio shoot.,726,195,9315,9510,106,43,41,5
post_253,2024-09-09T21:28:00,reel,Reel #253 | Workwear | Workwear that feels like loungewear but looks like power dressing.,290,130,8052,8470,108,63,34,1
post_254,2024-09-10T19:46:00,carousel,Carousel lookbook #254 | Casual Look | Everyday casual fit you can wear on repeat.,1197,47,12992,13316,75,12,93,13
post_255,2024-09-11T12:13:00,reel,Reel #255 | Style Tip | How to style this piece three different ways.,692,136,21070,21283,68,17,128,21
post_256,2024-09-12T20:12:00,image,Photo drop #256 | Casual Look | Everyday casual fit you can wear on repeat.,1082,61,16422,16913,10,53,74,3
post_257,2024-09-13T21:45:00,reel,Reel #257 | New Drop | New arrival from our summer collection. Limited pieces only.,1072,67,19569,20354,58,31,93,18
post_258,2024-09-14T13:34:00,reel,Reel #258 | New Drop | New arrival from our summer collection. Limited pieces only.,1132,197,39000,39794,74,25,68,9
post_259,2024-09-15T15:02:00,reel,Reel #259 | Casual Look | Everyday casual fit you can wear on repeat.,2010,212,26429,27226,10,58,100,9
post_260,2024-09-16T22:24:00,carousel,Carousel lookbook #260 | New Drop | New arrival from our summer collection. Limited pieces only.,609,53,13167,13710,23,21,112,6
post_261,2024-09-17T18:01:00,image,Photo drop #261 | New Drop | New arrival from our summer collection. Limited pieces only.,2074,34,68800,69174,7,31,19,16
post_262,2024-09-18T16:52:00,carousel,Carousel lookbook #262 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,1938,9,70392,71167,34,9,123,10
post_263,2024-09-19T22:09:00,carousel,"Carousel lookbook #263 | Customer Review | Styled by our customer community—real people, real fits.",2148,96,50680,51122,64,18,115,23
post_264,2024-09-20T14:54:00,image,Photo drop #264 | New Drop | New arrival from our summer collection. Limited pieces only.,439,10,16974,17820,36,41,18,18
post_265,2024-09-21T20:06:00,reel,Reel #265 | New Drop | New arrival from our summer collection. Limited pieces only.,3829,100,88298,88795,25,70,44,23
post_266,2024-09-22T20:14:00,carousel,Carousel lookbook #266 | New Drop | New arrival from our summer collection. Limited pieces only.,1109,189,8895,9232,65,36,117,21
post_267,2024-09-23T13:21:00,reel,Reel #267 | Casual Look | Everyday casual fit you can wear on repeat.,1192,162,41280,42097,67,33,111,15
post_268,2024-09-24T19:38:00,carousel,"Carousel lookbook #268 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",2868,9,49125,49622,39,6,83,15
post_269,2024-09-25T21:06:00,carousel,Carousel lookbook #269 | Behind the Scenes | Behind the scenes from today’s studio shoot.,1774,16,20740,21537,45,15,71,21
post_270,2024-09-26T10:55:00,reel,"Reel #270 | Customer Review | Styled by our customer community—real people, real fits.",1009,76,41308,41674,18,38,77,14
post_271,2024-09-27T21:36:00,image,Photo drop #271 | Workwear | Workwear that feels like loungewear but looks like power dressing.,1155,96,21164,21302,51,21,119,20
post_272,2024-09-28T21:26:00,carousel,"Carousel lookbook #272 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",3793,51,54702,55415,146,51,83,16
post_273,2024-09-29T09:23:00,carousel,Carousel lookbook #273 | Workwear | Workwear that feels like loungewear but looks like power dressing.,1122,107,36036,36462,33,15,18,16
post_274,2024-09-30T13:29:00,reel,Reel #274 | Behind the Scenes | Behind the scenes from today’s studio shoot.,2384,145,34034,34171,40,44,32,7
post_275,2024-10-01T21:17:00,image,"Photo drop #275 | Customer Review | Styled by our customer community—real people, real fits.",2470,110,43128,43785,7,32,93,17
post_276,2024-10-02T14:57:00,carousel,Carousel lookbook #276 | Outfit Reel | Full outfit try-on from our latest launch.,371,100,13735,14143,71,22,142,4
post_277,2024-10-03T11:51:00,carousel,Carousel lookbook #277 | Behind the Scenes | Behind the scenes from today’s studio shoot.,700,44,12103,12571,98,22,102,6
post_278,2024-10-04T11:02:00,reel,Reel #278 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,1838,35,39620,40518,39,19,109,10
post_279,2024-10-05T11:13:00,image,Photo drop #279 | Casual Look | Everyday casual fit you can wear on repeat.,732,52,14326,14818,21,45,57,23
post_280,2024-10-06T20:28:00,image,"Photo drop #280 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",3322,140,33426,34240,145,55,26,18
post_281,2024-10-07T16:12:00,reel,Reel #281 | Behind the Scenes | Behind the scenes from today’s studio shoot.,1319,166,31617,32201,50,8,56,15
post_282,2024-10-08T12:38:00,carousel,Carousel lookbook #282 | Workwear | Workwear that feels like loungewear but looks like power dressing.,1700,48,54880,55370,43,28,59,18
post_283,2024-10-09T13:26:00,image,Photo drop #283 | Workwear | Workwear that feels like loungewear but looks like power dressing.,1283,30,43494,43936,14,14,94,2
post_284,2024-10-10T13:26:00,carousel,Carousel lookbook #284 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2722,93,119664,120488,21,13,149,8
post_285,2024-10-11T11:44:00,image,Photo drop #285 | Style Tip | How to style this piece three different ways.,1850,64,68470,68741,21,6,124,6
post_286,2024-10-12T18:52:00,image,"Photo drop #286 | Customer Review | Styled by our customer community—real people, real fits.",777,129,26928,27128,70,9,122,10
post_287,2024-10-13T18:29:00,reel,Reel #287 | Behind the Scenes | Behind the scenes from today’s studio shoot.,3043,78,94950,95412,7,53,25,18
post_288,2024-10-14T20:58:00,carousel,Carousel lookbook #288 | Style Tip | How to style this piece three different ways.,2077,13,22256,22959,109,21,73,10
post_289,2024-10-15T18:39:00,carousel,"Carousel lookbook #289 | Customer Review | Styled by our customer community—real people, real fits.",2799,136,42381,43058,99,45,84,23
post_290,2024-10-16T22:31:00,reel,Reel #290 | New Drop | New arrival from our summer collection. Limited pieces only.,3353,182,72336,72650,122,47,34,18
post_291,2024-10-17T09:29:00,reel,"Reel #291 | Customer Review | Styled by our customer community—real people, real fits.",445,65,6935,7229,82,4,23,11
post_292,2024-10-18T14:23:00,reel,Reel #292 | Casual Look | Everyday casual fit you can wear on repeat.,1560,76,38998,39884,40,33,133,22
post_293,2024-10-19T19:05:00,image,Photo drop #293 | Outfit Reel | Full outfit try-on from our latest launch.,3967,164,85878,86731,25,49,102,9
post_294,2024-10-20T12:52:00,image,Photo drop #294 | Behind the Scenes | Behind the scenes from today’s studio shoot.,2042,171,43212,43802,14,32,150,16
post_295,2024-10-21T16:00:00,carousel,"Carousel lookbook #295 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",2174,20,28155,28762,68,8,78,1
post_296,2024-10-22T13:07:00,image,Photo drop #296 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,282,18,5420,5728,47,7,150,2
post_297,2024-10-23T16:42:00,carousel,Carousel lookbook #297 | Behind the Scenes | Behind the scenes from today’s studio shoot.,1127,107,42240,42882,62,12,76,12
post_298,2024-10-24T22:42:00,carousel,"Carousel lookbook #298 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",3843,209,37005,37880,11,22,127,7
post_299,2024-10-25T11:35:00,image,"Photo drop #299 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",477,106,6330,7014,44,17,15,5
post_300,2024-10-26T13:01:00,carousel,Carousel lookbook #300 | Workwear | Workwear that feels like loungewear but looks like power dressing.,1707,29,32872,33544,10,45,102,21
post_301,2024-10-27T10:06:00,reel,Reel #301 | New Drop | New arrival from our summer collection. Limited pieces only.,3316,219,68352,69144,20,16,65,4
post_302,2024-10-28T14:59:00,carousel,Carousel lookbook #302 | Behind the Scenes | Behind the scenes from today’s studio shoot.,2729,58,126450,126787,35,17,89,4
post_303,2024-10-29T10:14:00,carousel,Carousel lookbook #303 | Sale Promo | Flash sale is live for 24 hours. Add to cart before it sells out.,2618,142,97818,98503,20,6,144,7
post_304,2024-10-30T17:00:00,image,Photo drop #304 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2292,8,89271,89616,61,7,41,23
post_305,2024-10-31T16:28:00,carousel,Carousel lookbook #305 | Casual Look | Everyday casual fit you can wear on repeat.,966,43,32487,32949,58,5,90,24
post_306,2024-11-01T14:16:00,image,"Photo drop #306 | Weekend Outfit | Weekend-ready outfit for brunch, movies or a coffee run.",2649,39,111182,111789,22,36,18,3
post_307,2024-11-02T14:17:00,reel,Reel #307 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2789,197,52304,52592,67,19,128,4
post_308,2024-11-03T11:18:00,image,Photo drop #308 | Outfit Reel | Full outfit try-on from our latest launch.,1441,156,31080,31611,57,13,80,7
post_309,2024-11-04T13:16:00,reel,Reel #309 | Casual Look | Everyday casual fit you can wear on repeat.,886,23,33067,33949,29,25,144,11
post_310,2024-11-05T21:54:00,reel,Reel #310 | Festive Edit | Festive edit with rich fabrics and comfy silhouettes.,1100,60,31504,32366,91,20,92,21
post_311,2024-11-06T17:23:00,carousel,Carousel lookbook #311 | New Drop | New arrival from our summer collection. Limited pieces only.,1882,145,33680,34573,82,21,24,10
post_312,2024-11-07T20:11:00,reel,Reel #312 | Outfit Reel | Full outfit try-on from our latest launch.,567,60,12924,13807,32,17,81,5
post_313,2024-11-08T16:56:00,image,Photo drop #313 | Style Tip | How to style this piece three different ways.,1725,152,70884,71527,87,36,96,3
post_314,2024-11-09T09:58:00,image,"Photo drop #314 | Customer Review | Styled by our customer community—real people, real fits.",1091,165,37152,37873,106,40,22,4
post_315,2024-11-10T20:24:00,image,Photo drop #315 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2491,196,68667,69363,14,51,140,20
post_316,2024-11-11T13:33:00,reel,Reel #316 | Workwear | Workwear that feels like loungewear but looks like power dressing.,2097,24,90400,90825,50,36,61,17
post_317,2024-11-12T11:57:00,image,Photo drop #317 | Casual Look | Everyday casual fit you can wear on repeat.,2292,79,74240,74703,81,23,119,23
post_318,2024-11-13T10:58:00,reel,Reel #318 | Casual Look | Everyday casual fit you can wear on repeat.,1844,12,70564,70845,52,37,114,4
post_319,2024-11-14T18:54:00,reel,Reel #319 | Style Tip | How to style this piece three different ways.,1823,18,42579,43465,87,36,117,14
post_320,2024-11-15T21:24:00,image,Photo drop #320 | Casual Look | Everyday casual fit you can wear on repeat.,3440,57,46557,47443,36,20,114,15
